%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.005e+03	+4.762e+03	+9.648e+03	+0.488
0.100	+4.721e+03	+5.143e+03	+9.256e+03	+0.521
0.200	+5.564e+03	+4.046e+03	+1.029e+04	+0.421
0.300	+4.394e+03	+4.668e+03	+1.002e+04	+0.515
0.400	+4.447e+03	+4.580e+03	+8.849e+03	+0.507
0.500	+5.177e+03	+5.109e+03	+1.023e+04	+0.497
0.600	+5.598e+03	+4.521e+03	+9.724e+03	+0.447
0.700	+5.326e+03	+5.785e+03	+1.115e+04	+0.521
0.800	+5.426e+03	+4.957e+03	+9.366e+03	+0.477
0.900	+5.932e+03	+4.948e+03	+1.093e+04	+0.455
1.000	+5.164e+03	+3.226e+03	+1.019e+04	+0.384
1.100	+5.297e+03	+5.552e+03	+1.073e+04	+0.512
1.200	+5.358e+03	+5.088e+03	+1.088e+04	+0.487
1.300	+5.172e+03	+4.330e+03	+9.856e+03	+0.456
1.400	+5.031e+03	+4.273e+03	+1.021e+04	+0.459
1.500	+5.275e+03	+5.437e+03	+1.032e+04	+0.508
1.600	+3.897e+03	+5.382e+03	+1.044e+04	+0.580
1.700	+4.613e+03	+5.046e+03	+9.354e+03	+0.522
1.800	+4.581e+03	+4.549e+03	+1.046e+04	+0.498
1.900	+4.975e+03	+5.092e+03	+1.027e+04	+0.506
2.000	+3.942e+03	+4.068e+03	+1.058e+04	+0.508
2.100	+4.849e+03	+4.584e+03	+8.987e+03	+0.486
2.200	+5.325e+03	+4.156e+03	+1.014e+04	+0.438
2.300	+5.364e+03	+4.099e+03	+1.004e+04	+0.433
2.400	+5.823e+03	+5.402e+03	+1.002e+04	+0.481
2.500	+4.426e+03	+5.246e+03	+1.080e+04	+0.542
2.600	+5.415e+03	+4.895e+03	+1.035e+04	+0.475
2.700	+5.012e+03	+4.081e+03	+8.482e+03	+0.449
2.800	+5.444e+03	+4.472e+03	+9.789e+03	+0.451
2.900	+5.351e+03	+4.987e+03	+9.627e+03	+0.482
3.000	+5.373e+03	+5.032e+03	+1.111e+04	+0.484
3.100	+5.499e+03	+5.105e+03	+1.038e+04	+0.481
3.200	+5.139e+03	+4.414e+03	+1.020e+04	+0.462
3.300	+8.378e+03	+3.546e+03	+1.002e+04	+0.297
3.400	+7.350e+03	+3.211e+03	+1.037e+04	+0.304
3.500	+8.483e+03	+2.468e+03	+9.610e+03	+0.225
3.600	+7.705e+03	+2.412e+03	+1.020e+04	+0.238
3.700	+8.856e+03	+1.384e+03	+1.002e+04	+0.135
3.800	+3.933e+03	+5.894e+03	+1.069e+04	+0.600
3.900	+8.429e+02	+8.950e+03	+1.044e+04	+0.914
4.000	+1.910e+03	+7.673e+03	+1.071e+04	+0.801
4.100	+2.224e+03	+7.993e+03	+1.037e+04	+0.782
4.200	+2.714e+03	+6.810e+03	+9.825e+03	+0.715
4.300	+5.646e+03	+5.287e+03	+9.894e+03	+0.484
4.400	+5.622e+03	+4.325e+03	+1.110e+04	+0.435
4.500	+4.374e+03	+5.120e+03	+9.042e+03	+0.539
4.600	+5.443e+03	+6.097e+03	+1.082e+04	+0.528
4.700	+5.265e+03	+4.595e+03	+8.959e+03	+0.466
4.800	+6.194e+03	+4.711e+03	+1.013e+04	+0.432
4.900	+4.705e+03	+4.971e+03	+1.122e+04	+0.514
5.000	+5.787e+03	+4.565e+03	+1.116e+04	+0.441
5.100	+4.632e+03	+3.379e+03	+1.023e+04	+0.422
5.200	+3.756e+03	+5.031e+03	+1.034e+04	+0.573
5.300	+5.144e+03	+4.605e+03	+9.960e+03	+0.472
5.400	+5.897e+03	+5.457e+03	+9.419e+03	+0.481
5.500	+5.376e+03	+4.308e+03	+9.713e+03	+0.445
5.600	+5.316e+03	+5.496e+03	+1.074e+04	+0.508
5.700	+4.977e+03	+4.366e+03	+9.329e+03	+0.467
5.800	+4.705e+03	+5.513e+03	+1.015e+04	+0.540
5.900	+4.607e+03	+5.389e+03	+9.842e+03	+0.539
6.000	+4.547e+03	+4.566e+03	+1.163e+04	+0.501
6.100	+5.836e+03	+5.407e+03	+9.728e+03	+0.481
6.200	+6.241e+03	+5.001e+03	+1.014e+04	+0.445
6.300	+5.308e+03	+4.969e+03	+1.047e+04	+0.484
6.400	+4.827e+03	+5.156e+03	+1.069e+04	+0.517
6.500	+4.609e+03	+5.640e+03	+1.022e+04	+0.550
6.600	+6.673e+03	+5.118e+03	+8.911e+03	+0.434
6.700	+4.455e+03	+5.129e+03	+1.008e+04	+0.535
6.800	+4.456e+03	+5.108e+03	+1.183e+04	+0.534
6.900	+4.716e+03	+5.794e+03	+9.740e+03	+0.551
7.000	+4.503e+03	+3.685e+03	+1.026e+04	+0.450
7.100	+4.964e+03	+6.095e+03	+9.842e+03	+0.551
7.200	+4.492e+03	+4.557e+03	+9.843e+03	+0.504
7.300	+5.397e+03	+4.149e+03	+1.092e+04	+0.435
7.400	+3.960e+03	+4.971e+03	+9.253e+03	+0.557
7.500	+4.652e+03	+5.016e+03	+1.130e+04	+0.519
7.600	+5.561e+03	+5.232e+03	+9.749e+03	+0.485
7.700	+5.270e+03	+4.752e+03	+7.785e+03	+0.474
7.800	+5.734e+03	+4.531e+03	+9.983e+03	+0.441
7.900	+5.593e+03	+4.780e+03	+9.829e+03	+0.461
8.000	+5.194e+03	+4.470e+03	+1.008e+04	+0.463
8.100	+4.920e+03	+4.532e+03	+1.005e+04	+0.479
8.200	+7.901e+03	+2.879e+03	+9.373e+03	+0.267
8.300	+5.665e+03	+4.864e+03	+9.350e+03	+0.462
8.400	+5.591e+03	+4.763e+03	+1.041e+04	+0.460
8.500	+4.811e+03	+4.934e+03	+9.642e+03	+0.506
8.600	+6.674e+03	+4.699e+03	+1.144e+04	+0.413
8.700	+6.494e+03	+5.137e+03	+9.566e+03	+0.442
8.800	+4.266e+03	+5.547e+03	+8.655e+03	+0.565
8.900	+5.444e+03	+4.883e+03	+9.773e+03	+0.473
9.000	+4.833e+03	+5.070e+03	+9.773e+03	+0.512
9.100	+5.227e+03	+4.287e+03	+1.073e+04	+0.451
9.200	+5.490e+03	+5.340e+03	+9.600e+03	+0.493
9.300	+5.214e+03	+4.646e+03	+1.008e+04	+0.471
9.400	+6.400e+03	+5.003e+03	+9.892e+03	+0.439
9.500	+5.293e+03	+5.019e+03	+1.042e+04	+0.487
9.600	+5.368e+03	+4.868e+03	+1.038e+04	+0.476
9.700	+5.291e+03	+4.573e+03	+9.488e+03	+0.464
9.800	+5.074e+03	+5.366e+03	+1.023e+04	+0.514
9.900	+4.713e+03	+5.053e+03	+1.079e+04	+0.517
10.000	+4.487e+03	+3.697e+03	+1.000e+04	+0.452
10.100	+5.025e+03	+5.016e+03	+1.052e+04	+0.500
10.200	+3.426e+03	+5.634e+03	+1.010e+04	+0.622
10.300	+4.374e+03	+5.746e+03	+9.986e+03	+0.568
10.400	+5.423e+03	+4.394e+03	+8.896e+03	+0.448
10.500	+6.129e+03	+5.619e+03	+1.105e+04	+0.478
10.600	+4.976e+03	+5.041e+03	+8.713e+03	+0.503
10.700	+5.613e+03	+4.902e+03	+9.657e+03	+0.466
10.800	+6.280e+03	+4.605e+03	+1.032e+04	+0.423
10.900	+4.728e+03	+4.113e+03	+1.184e+04	+0.465
11.000	+3.297e+03	+4.491e+03	+1.006e+04	+0.577
11.100	+5.892e+03	+5.045e+03	+9.758e+03	+0.461
11.200	+4.996e+03	+4.449e+03	+9.978e+03	+0.471
11.300	+5.345e+03	+3.830e+03	+1.022e+04	+0.417
11.400	+5.169e+03	+5.361e+03	+9.601e+03	+0.509
11.500	+4.564e+03	+4.306e+03	+9.846e+03	+0.485
11.600	+5.734e+03	+4.673e+03	+1.057e+04	+0.449
11.700	+4.148e+03	+4.875e+03	+8.640e+03	+0.540
11.800	+4.082e+03	+4.873e+03	+9.488e+03	+0.544
11.900	+5.249e+03	+4.571e+03	+8.995e+03	+0.465
12.000	+5.635e+03	+5.739e+03	+9.762e+03	+0.505
12.100	+5.035e+03	+4.529e+03	+9.629e+03	+0.474
12.200	+4.897e+03	+5.369e+03	+9.219e+03	+0.523
12.300	+5.970e+03	+5.584e+03	+9.839e+03	+0.483
12.400	+4.676e+03	+4.101e+03	+1.081e+04	+0.467
12.500	+5.604e+03	+5.876e+03	+9.406e+03	+0.512
12.600	+4.300e+03	+5.311e+03	+1.035e+04	+0.553
12.700	+6.103e+03	+5.028e+03	+9.429e+03	+0.452
12.800	+4.633e+03	+4.295e+03	+1.048e+04	+0.481
12.900	+4.710e+03	+4.444e+03	+1.027e+04	+0.485
13.000	+6.332e+03	+4.883e+03	+1.073e+04	+0.435
13.100	+6.014e+03	+4.046e+03	+9.132e+03	+0.402
13.200	+5.313e+03	+4.843e+03	+9.594e+03	+0.477
13.300	+7.978e+03	+3.074e+03	+9.811e+03	+0.278
13.400	+7.560e+03	+2.247e+03	+9.210e+03	+0.229
13.500	+8.003e+03	+2.582e+03	+9.804e+03	+0.244
13.600	+6.730e+03	+3.610e+03	+1.092e+04	+0.349
13.700	+6.152e+03	+2.158e+03	+1.003e+04	+0.260
13.800	+7.673e+03	+2.361e+03	+9.542e+03	+0.235
13.900	+8.991e+03	+2.328e+03	+9.492e+03	+0.206
14.000	+7.924e+03	+1.943e+03	+9.499e+03	+0.197
14.100	+6.798e+03	+1.310e+03	+1.043e+04	+0.162
14.200	+6.666e+03	+2.856e+03	+1.040e+04	+0.300
14.300	+7.920e+03	+3.659e+03	+1.019e+04	+0.316
14.400	+6.855e+03	+2.386e+03	+9.800e+03	+0.258
14.500	+6.681e+03	+5.018e+03	+1.070e+04	+0.429
14.600	+7.506e+03	+2.791e+03	+9.830e+03	+0.271
14.700	+6.784e+03	+3.065e+03	+1.031e+04	+0.311
14.800	+7.988e+03	+1.746e+03	+1.010e+04	+0.179
14.900	+7.665e+03	+2.618e+03	+1.077e+04	+0.255
15.000	+9.252e+03	+2.033e+03	+1.006e+04	+0.180
15.100	+7.885e+03	+3.784e+03	+1.027e+04	+0.324
15.200	+6.779e+03	+2.207e+03	+9.964e+03	+0.246
15.300	+6.896e+03	+2.053e+03	+9.557e+03	+0.229
15.400	+8.345e+03	+2.872e+03	+1.135e+04	+0.256
15.500	+7.451e+03	+3.040e+03	+1.024e+04	+0.290
15.600	+7.401e+03	+2.390e+03	+1.072e+04	+0.244
15.700	+8.559e+03	+3.050e+03	+8.727e+03	+0.263
15.800	+7.117e+03	+2.141e+03	+1.071e+04	+0.231
15.900	+7.959e+03	+1.389e+03	+1.060e+04	+0.149
16.000	+7.716e+03	+2.108e+03	+1.095e+04	+0.215
16.100	+8.425e+03	+1.950e+03	+1.011e+04	+0.188
16.200	+7.968e+03	+4.137e+03	+1.093e+04	+0.342
16.300	+7.233e+03	+3.469e+03	+9.324e+03	+0.324
16.400	+7.192e+03	+2.835e+03	+8.818e+03	+0.283
16.500	+6.551e+03	+2.356e+03	+1.044e+04	+0.264
16.600	+6.699e+03	+2.166e+03	+1.045e+04	+0.244
16.700	+7.893e+03	+9.405e+02	+1.044e+04	+0.106
16.800	+7.254e+03	+2.970e+03	+1.068e+04	+0.290
16.900	+8.025e+03	+2.862e+03	+9.009e+03	+0.263
17.000	+7.605e+03	+1.208e+03	+9.289e+03	+0.137
17.100	+6.990e+03	+2.555e+03	+8.843e+03	+0.268
17.200	+7.961e+03	+4.194e+03	+1.065e+04	+0.345
17.300	+6.520e+03	+1.982e+03	+1.013e+04	+0.233
17.400	+6.973e+03	+2.431e+03	+9.904e+03	+0.259
17.500	+7.815e+03	+1.539e+03	+9.985e+03	+0.165
17.600	+8.144e+03	+2.130e+03	+9.433e+03	+0.207
17.700	+6.446e+03	+2.688e+03	+1.073e+04	+0.294
17.800	+6.783e+03	+1.868e+03	+1.003e+04	+0.216
17.900	+7.523e+03	+2.289e+03	+1.083e+04	+0.233
18.000	+7.152e+03	+1.463e+03	+9.308e+03	+0.170
18.100	+6.271e+03	+3.357e+03	+1.131e+04	+0.349
18.200	+7.550e+03	+2.885e+03	+1.093e+04	+0.276
18.300	+7.962e+03	+4.230e+03	+1.068e+04	+0.347
18.400	+7.593e+03	+1.810e+03	+1.032e+04	+0.193
18.500	+6.984e+03	+1.034e+03	+1.039e+04	+0.129
18.600	+8.073e+03	+2.396e+03	+1.044e+04	+0.229
18.700	+7.937e+03	+3.439e+03	+9.919e+03	+0.302
18.800	+8.078e+03	+2.130e+03	+9.730e+03	+0.209
18.900	+7.593e+03	+1.934e+03	+1.072e+04	+0.203
19.000	+8.158e+03	+2.280e+03	+9.674e+03	+0.218
19.100	+7.953e+03	+1.468e+03	+9.979e+03	+0.156
19.200	+7.581e+03	+2.310e+03	+1.096e+04	+0.234
19.300	+7.139e+03	+2.832e+03	+1.038e+04	+0.284
19.400	+7.394e+03	+1.639e+03	+9.563e+03	+0.181
19.500	+6.882e+03	+2.980e+03	+8.866e+03	+0.302
19.600	+7.216e+03	+1.184e+03	+9.608e+03	+0.141
19.700	+8.192e+03	+2.250e+03	+9.275e+03	+0.215
19.800	+7.283e+03	+2.206e+03	+1.047e+04	+0.232
19.900	+6.691e+03	+3.262e+03	+1.085e+04	+0.328
20.000	+8.881e+03	+2.645e+03	+9.650e+03	+0.229
20.100	+7.682e+03	+3.783e+03	+9.705e+03	+0.330
20.200	+7.037e+03	+3.216e+03	+1.090e+04	+0.314
20.300	+6.621e+03	+3.053e+03	+9.687e+03	+0.316
20.400	+5.795e+03	+2.627e+03	+1.054e+04	+0.312
20.500	+8.558e+03	+3.002e+03	+9.796e+03	+0.260
20.600	+6.867e+03	+1.962e+03	+1.020e+04	+0.222
20.700	+7.159e+03	+3.072e+03	+1.048e+04	+0.300
20.800	+7.263e+03	+1.702e+03	+9.792e+03	+0.190
20.900	+8.717e+03	+3.799e+03	+9.983e+03	+0.304
21.000	+7.759e+03	+2.633e+03	+9.844e+03	+0.253
21.100	+7.873e+03	+3.283e+03	+9.452e+03	+0.294
21.200	+7.240e+03	+2.656e+03	+9.025e+03	+0.268
21.300	+7.693e+03	+2.587e+03	+9.949e+03	+0.252
21.400	+7.023e+03	+2.251e+03	+9.524e+03	+0.243
21.500	+7.650e+03	+1.064e+03	+1.095e+04	+0.122
21.600	+6.894e+03	+2.650e+03	+9.967e+03	+0.278
21.700	+7.354e+03	+2.280e+03	+1.112e+04	+0.237
21.800	+7.051e+03	+2.991e+03	+1.025e+04	+0.298
21.900	+6.547e+03	+1.964e+03	+1.073e+04	+0.231
22.000	+8.729e+03	+3.490e+03	+9.322e+03	+0.286
22.100	+7.136e+03	+2.771e+03	+1.048e+04	+0.280
22.200	+7.400e+03	+3.755e+03	+9.909e+03	+0.337
22.300	+7.979e+03	+2.582e+03	+1.041e+04	+0.245
22.400	+8.226e+03	+3.198e+03	+9.919e+03	+0.280
22.500	+7.361e+03	+2.833e+03	+1.013e+04	+0.278
22.600	+7.432e+03	+3.104e+03	+1.026e+04	+0.295
22.700	+7.389e+03	+2.356e+03	+1.009e+04	+0.242
22.800	+7.598e+03	+2.019e+03	+8.757e+03	+0.210
22.900	+8.184e+03	+2.502e+03	+1.067e+04	+0.234
