%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+7.052e-01
2	2	+7.052e-01	+1.847e+00
1	1	+2.552e+00	+1.409e+01
2	2	+1.664e+01	+6.526e-01
1	1	+1.729e+01	+6.254e+00
2	2	+2.355e+01	+5.031e+00
1	1	+2.858e+01	+4.029e+00
2	2	+3.261e+01	+8.076e+00
1	1	+4.068e+01	+9.211e-01
2	2	+4.160e+01	+3.154e+00
1	1	+4.476e+01	+3.861e+00
2	2	+4.862e+01	+1.744e+00
1	1	+5.036e+01	+1.144e+01
3	3	+6.180e+01	+1.720e+00
2	2	+6.352e+01	+1.700e+01
1	1	+8.052e+01	+4.574e+00
2	2	+8.510e+01	+7.247e+00
1	1	+9.234e+01	+2.898e+00
3	3	+9.524e+01	+5.623e+00
2	2	+1.009e+02	+9.087e-01
1	1	+1.018e+02	+2.870e+00
3	3	+1.046e+02	+8.954e+00
2	2	+1.136e+02	+1.279e+01
1	1	+1.264e+02	+4.192e+00
2	2	+1.306e+02	+1.783e-01
1	1	+1.308e+02	+1.036e+00
3	3	+1.318e+02	+1.127e+01
2	2	+1.431e+02	+5.598e+00
1	1	+1.487e+02	+3.593e+00
2	2	+1.523e+02	+1.106e+01
1	1	+1.633e+02	+1.306e+00
2	2	+1.646e+02	+3.613e+00
1	1	+1.682e+02	+6.439e+00
2	2	+1.747e+02	+9.002e+00
1	1	+1.837e+02	+2.869e-01
2	2	+1.840e+02	+1.345e+01
1	1	+1.974e+02	+1.375e+00
3	3	+1.988e+02	+1.211e+00
0	0	+2.000e+02	+Inf
