%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.976e+00
3	3	+1.976e+00	+3.025e+00
2	2	+5.000e+00	+4.957e+00
1	1	+9.957e+00	+2.020e+00
2	2	+1.198e+01	+6.831e+00
1	1	+1.881e+01	+4.640e+00
2	2	+2.345e+01	+4.161e+00
1	1	+2.761e+01	+5.523e-01
2	2	+2.816e+01	+4.419e+00
1	1	+3.258e+01	+6.474e+00
2	2	+3.905e+01	+2.491e+00
1	1	+4.155e+01	+3.444e+00
2	2	+4.499e+01	+1.346e+01
1	1	+5.845e+01	+1.569e+01
2	2	+7.414e+01	+4.909e-01
1	1	+7.463e+01	+1.143e-01
2	2	+7.474e+01	+4.600e-01
1	1	+7.520e+01	+1.405e-01
2	2	+7.534e+01	+4.011e-01
1	1	+7.574e+01	+3.657e+00
2	2	+7.940e+01	+7.856e-02
1	1	+7.948e+01	+3.593e+00
2	2	+8.307e+01	+7.862e+00
1	1	+9.093e+01	+1.506e+00
3	3	+9.244e+01	+3.111e+01
2	2	+1.235e+02	+1.802e+00
1	1	+1.253e+02	+9.317e+00
2	2	+1.347e+02	+9.172e-01
1	1	+1.356e+02	+3.085e+00
2	2	+1.387e+02	+1.914e+00
1	1	+1.406e+02	+2.198e+00
2	2	+1.428e+02	+2.073e+00
1	1	+1.449e+02	+8.935e+00
2	2	+1.538e+02	+2.936e+00
1	1	+1.567e+02	+1.387e+01
2	2	+1.706e+02	+5.855e+00
1	1	+1.765e+02	+2.463e+00
2	2	+1.789e+02	+1.564e+00
1	1	+1.805e+02	+5.942e-02
2	2	+1.805e+02	+1.537e-02
1	1	+1.806e+02	+2.301e+00
2	2	+1.829e+02	+4.955e+00
1	1	+1.878e+02	+1.219e+01
0	0	+2.000e+02	+Inf
