%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.583e+00
1	1	+4.583e+00	+9.308e+00
2	2	+1.389e+01	+6.566e-01
1	1	+1.455e+01	+7.631e+00
2	2	+2.218e+01	+1.315e+01
1	1	+3.533e+01	+5.851e+00
2	2	+4.118e+01	+4.479e+00
1	1	+4.566e+01	+1.132e+01
2	2	+5.698e+01	+6.215e+00
1	1	+6.320e+01	+6.231e+00
2	2	+6.943e+01	+2.781e+00
1	1	+7.221e+01	+6.567e+00
2	2	+7.878e+01	+1.821e+00
1	1	+8.060e+01	+1.180e+01
2	2	+9.239e+01	+2.139e+00
1	1	+9.453e+01	+1.302e+00
2	2	+9.583e+01	+9.905e-01
1	1	+9.682e+01	+6.922e-01
2	2	+9.752e+01	+4.177e-01
1	1	+9.793e+01	+2.321e+00
2	2	+1.003e+02	+2.552e+00
1	1	+1.028e+02	+8.630e+00
3	3	+1.114e+02	+9.177e+00
2	2	+1.206e+02	+1.139e+01
1	1	+1.320e+02	+5.173e+00
3	3	+1.372e+02	+1.756e+00
2	2	+1.389e+02	+2.760e+00
1	1	+1.417e+02	+2.977e+01
2	2	+1.715e+02	+2.904e-01
1	1	+1.718e+02	+1.144e+01
2	2	+1.832e+02	+5.655e+00
1	1	+1.888e+02	+3.928e+00
2	2	+1.928e+02	+4.347e+00
1	1	+1.971e+02	+2.875e+00
0	0	+2.000e+02	+Inf
