%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.365e+03	+5.224e+03	+1.131e+04	+0.493
0.100	+5.131e+03	+6.719e+03	+1.069e+04	+0.567
0.200	+4.631e+03	+5.853e+03	+9.838e+03	+0.558
0.300	+4.698e+03	+5.614e+03	+8.383e+03	+0.544
0.400	+4.718e+03	+5.200e+03	+9.158e+03	+0.524
0.500	+4.827e+03	+3.841e+03	+9.462e+03	+0.443
0.600	+4.944e+03	+4.863e+03	+9.932e+03	+0.496
0.700	+5.921e+03	+4.900e+03	+1.100e+04	+0.453
0.800	+5.205e+03	+5.576e+03	+9.800e+03	+0.517
0.900	+6.808e+03	+5.945e+03	+1.083e+04	+0.466
1.000	+4.907e+03	+5.450e+03	+1.041e+04	+0.526
1.100	+4.972e+03	+5.834e+03	+9.954e+03	+0.540
1.200	+4.973e+03	+4.604e+03	+1.016e+04	+0.481
1.300	+5.272e+03	+4.615e+03	+9.514e+03	+0.467
1.400	+5.300e+03	+4.271e+03	+9.249e+03	+0.446
1.500	+5.502e+03	+5.422e+03	+1.032e+04	+0.496
1.600	+4.866e+03	+5.678e+03	+9.972e+03	+0.539
1.700	+3.974e+03	+5.364e+03	+1.057e+04	+0.574
1.800	+3.802e+03	+3.862e+03	+1.040e+04	+0.504
1.900	+5.512e+03	+5.069e+03	+9.395e+03	+0.479
2.000	+5.121e+03	+4.335e+03	+1.025e+04	+0.458
2.100	+5.501e+03	+5.693e+03	+1.076e+04	+0.509
2.200	+4.913e+03	+4.917e+03	+1.012e+04	+0.500
2.300	+4.058e+03	+4.871e+03	+1.161e+04	+0.546
2.400	+6.267e+03	+4.083e+03	+9.766e+03	+0.395
2.500	+5.370e+03	+4.631e+03	+9.855e+03	+0.463
2.600	+4.518e+03	+5.507e+03	+1.110e+04	+0.549
2.700	+4.907e+03	+5.088e+03	+9.811e+03	+0.509
2.800	+5.124e+03	+4.193e+03	+1.053e+04	+0.450
2.900	+4.588e+03	+5.719e+03	+9.247e+03	+0.555
3.000	+4.364e+03	+5.910e+03	+9.581e+03	+0.575
3.100	+5.814e+03	+5.968e+03	+1.181e+04	+0.507
3.200	+4.677e+03	+3.677e+03	+1.049e+04	+0.440
3.300	+4.643e+03	+3.895e+03	+1.090e+04	+0.456
3.400	+5.570e+03	+4.996e+03	+9.926e+03	+0.473
3.500	+4.475e+03	+4.583e+03	+1.125e+04	+0.506
3.600	+3.884e+03	+4.337e+03	+1.048e+04	+0.528
