%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+8.238e+00
2	2	+8.238e+00	+1.042e+00
1	1	+9.280e+00	+4.095e-01
3	3	+9.689e+00	+1.742e+00
2	2	+1.143e+01	+4.323e+00
1	1	+1.575e+01	+2.238e+01
2	2	+3.814e+01	+2.984e+00
1	1	+4.112e+01	+9.503e-01
2	2	+4.207e+01	+6.726e+00
1	1	+4.880e+01	+7.009e+00
2	2	+5.581e+01	+1.537e+00
1	1	+5.734e+01	+1.116e+01
2	2	+6.850e+01	+8.062e+00
1	1	+7.656e+01	+3.467e+00
2	2	+8.003e+01	+6.035e+00
1	1	+8.606e+01	+1.429e+01
3	3	+1.004e+02	+5.438e+00
1	1	+1.058e+02	+1.263e+01
2	2	+1.184e+02	+7.183e+00
1	1	+1.256e+02	+9.733e+00
2	2	+1.353e+02	+1.050e+00
1	1	+1.364e+02	+6.772e+00
2	2	+1.432e+02	+4.098e+00
1	1	+1.473e+02	+1.276e+01
2	2	+1.600e+02	+5.333e+00
1	1	+1.653e+02	+2.432e+00
2	2	+1.678e+02	+6.412e+00
1	1	+1.742e+02	+5.309e-01
3	3	+1.747e+02	+4.081e+00
2	2	+1.788e+02	+1.169e+01
1	1	+1.905e+02	+9.509e+00
0	0	+2.000e+02	+Inf
