%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.165e+03	+3.930e+03	+8.982e+03	+0.485
0.100	+4.917e+03	+4.674e+03	+9.887e+03	+0.487
0.200	+5.220e+03	+4.441e+03	+9.727e+03	+0.460
0.300	+5.926e+03	+4.817e+03	+1.023e+04	+0.448
0.400	+4.985e+03	+6.021e+03	+9.744e+03	+0.547
0.500	+4.674e+03	+6.478e+03	+9.480e+03	+0.581
0.600	+4.588e+03	+5.875e+03	+9.250e+03	+0.562
0.700	+5.413e+03	+6.090e+03	+9.863e+03	+0.529
0.800	+4.922e+03	+4.776e+03	+1.040e+04	+0.492
0.900	+5.116e+03	+6.131e+03	+1.021e+04	+0.545
1.000	+4.982e+03	+5.375e+03	+1.053e+04	+0.519
1.100	+4.176e+03	+3.901e+03	+9.755e+03	+0.483
1.200	+4.315e+03	+3.681e+03	+8.719e+03	+0.460
1.300	+4.994e+03	+5.727e+03	+1.021e+04	+0.534
1.400	+4.828e+03	+5.537e+03	+1.151e+04	+0.534
1.500	+4.789e+03	+5.079e+03	+1.109e+04	+0.515
1.600	+4.770e+03	+4.549e+03	+1.049e+04	+0.488
1.700	+4.803e+03	+4.961e+03	+9.492e+03	+0.508
1.800	+6.127e+03	+5.860e+03	+9.256e+03	+0.489
1.900	+4.618e+03	+5.004e+03	+1.002e+04	+0.520
2.000	+7.492e+03	+1.520e+03	+9.710e+03	+0.169
2.100	+7.591e+03	+2.500e+03	+9.952e+03	+0.248
2.200	+7.340e+03	+3.166e+03	+9.815e+03	+0.301
2.300	+8.030e+03	+1.557e+03	+9.900e+03	+0.162
2.400	+7.034e+03	+2.421e+03	+1.007e+04	+0.256
2.500	+8.079e+03	+2.320e+03	+9.176e+03	+0.223
2.600	+7.715e+03	+1.967e+03	+1.162e+04	+0.203
2.700	+7.101e+03	+3.270e+03	+8.848e+03	+0.315
2.800	+9.181e+03	+3.236e+03	+9.576e+03	+0.261
2.900	+7.634e+03	+2.395e+03	+1.061e+04	+0.239
3.000	+7.655e+03	+3.247e+03	+1.084e+04	+0.298
3.100	+6.387e+03	+1.704e+03	+9.990e+03	+0.211
3.200	+7.949e+03	+9.692e+02	+9.472e+03	+0.109
3.300	+5.965e+03	+1.549e+03	+1.026e+04	+0.206
3.400	+5.755e+03	+4.292e+03	+1.095e+04	+0.427
3.500	+4.766e+03	+4.080e+03	+9.475e+03	+0.461
3.600	+4.439e+03	+5.011e+03	+9.793e+03	+0.530
3.700	+5.711e+03	+4.618e+03	+1.013e+04	+0.447
3.800	+5.736e+03	+4.802e+03	+9.734e+03	+0.456
3.900	+5.749e+03	+5.564e+03	+8.906e+03	+0.492
4.000	+4.968e+03	+4.623e+03	+9.313e+03	+0.482
4.100	+5.099e+03	+3.921e+03	+1.041e+04	+0.435
4.200	+4.335e+03	+5.570e+03	+9.825e+03	+0.562
4.300	+4.504e+03	+5.735e+03	+9.004e+03	+0.560
