%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.260e+03	+2.953e+03	+1.014e+04	+0.320
0.100	+8.534e+03	+3.336e+03	+9.746e+03	+0.281
0.200	+7.136e+03	+3.214e+03	+1.020e+04	+0.311
0.300	+7.889e+03	+1.030e+03	+8.748e+03	+0.115
0.400	+6.648e+03	+3.601e+03	+1.028e+04	+0.351
0.500	+5.392e+03	+3.356e+03	+1.061e+04	+0.384
0.600	+5.148e+03	+4.222e+03	+1.010e+04	+0.451
0.700	+5.665e+03	+4.859e+03	+1.072e+04	+0.462
0.800	+5.363e+03	+5.043e+03	+1.049e+04	+0.485
0.900	+5.134e+03	+4.315e+03	+9.158e+03	+0.457
1.000	+3.592e+03	+5.573e+03	+8.997e+03	+0.608
1.100	+6.479e+03	+5.700e+03	+9.515e+03	+0.468
1.200	+7.450e+03	+3.093e+03	+9.894e+03	+0.293
1.300	+7.194e+03	+1.900e+03	+1.081e+04	+0.209
1.400	+7.370e+03	+2.446e+03	+9.644e+03	+0.249
1.500	+7.857e+03	+2.627e+03	+1.020e+04	+0.251
1.600	+8.958e+03	+2.185e+03	+9.550e+03	+0.196
1.700	+7.767e+03	+3.037e+03	+1.121e+04	+0.281
1.800	+7.683e+03	+2.902e+03	+9.512e+03	+0.274
1.900	+6.435e+03	+2.631e+03	+1.107e+04	+0.290
2.000	+6.887e+03	+2.360e+03	+1.005e+04	+0.255
2.100	+7.373e+03	+2.082e+03	+9.468e+03	+0.220
2.200	+6.939e+03	+1.126e+03	+9.869e+03	+0.140
2.300	+7.287e+03	+1.871e+03	+1.046e+04	+0.204
2.400	+8.176e+03	+3.030e+03	+9.945e+03	+0.270
2.500	+7.909e+03	+2.095e+03	+9.234e+03	+0.209
2.600	+6.742e+03	+1.990e+03	+8.852e+03	+0.228
2.700	+7.044e+03	+1.646e+03	+1.009e+04	+0.189
2.800	+6.940e+03	+2.672e+03	+1.044e+04	+0.278
2.900	+8.563e+03	+1.538e+03	+9.897e+03	+0.152
3.000	+7.763e+03	+1.829e+03	+1.004e+04	+0.191
3.100	+7.389e+03	+2.956e+03	+1.084e+04	+0.286
3.200	+7.837e+03	+1.909e+03	+9.244e+03	+0.196
3.300	+7.215e+03	+2.734e+03	+1.029e+04	+0.275
3.400	+7.272e+03	+1.327e+03	+1.037e+04	+0.154
3.500	+6.990e+03	+3.290e+03	+1.017e+04	+0.320
3.600	+8.547e+03	+3.410e+03	+1.156e+04	+0.285
3.700	+5.670e+03	+1.657e+03	+9.716e+03	+0.226
3.800	+8.505e+03	+1.066e+03	+1.086e+04	+0.111
3.900	+8.061e+03	+2.446e+03	+9.778e+03	+0.233
4.000	+7.021e+03	+3.770e+03	+1.052e+04	+0.349
4.100	+7.637e+03	+2.171e+03	+1.022e+04	+0.221
4.200	+7.326e+03	+3.459e+03	+1.014e+04	+0.321
4.300	+7.255e+03	+1.630e+03	+9.619e+03	+0.183
4.400	+8.294e+03	+3.511e+03	+9.287e+03	+0.297
4.500	+8.160e+03	+2.318e+03	+9.674e+03	+0.221
4.600	+8.770e+03	+2.049e+03	+1.126e+04	+0.189
4.700	+8.196e+03	+3.709e+03	+1.036e+04	+0.312
4.800	+8.732e+03	+2.995e+03	+1.049e+04	+0.255
4.900	+7.742e+03	+2.836e+03	+1.003e+04	+0.268
5.000	+6.971e+03	+2.531e+03	+9.945e+03	+0.266
5.100	+7.808e+03	+1.659e+03	+9.573e+03	+0.175
5.200	+9.279e+03	+2.670e+03	+1.014e+04	+0.223
5.300	+8.133e+03	+1.994e+03	+1.004e+04	+0.197
5.400	+7.050e+03	+2.653e+03	+1.025e+04	+0.273
5.500	+6.848e+03	+2.951e+03	+9.515e+03	+0.301
5.600	+7.670e+03	+2.248e+03	+1.034e+04	+0.227
5.700	+7.677e+03	+2.759e+03	+9.123e+03	+0.264
5.800	+7.540e+03	+2.248e+03	+8.617e+03	+0.230
5.900	+7.713e+03	+3.076e+03	+9.998e+03	+0.285
6.000	+7.724e+03	+8.819e+02	+9.520e+03	+0.102
6.100	+5.399e+03	+4.513e+03	+1.020e+04	+0.455
6.200	+4.689e+03	+5.109e+03	+9.802e+03	+0.521
6.300	+4.521e+03	+4.838e+03	+9.932e+03	+0.517
6.400	+4.423e+03	+3.723e+03	+9.518e+03	+0.457
6.500	+5.543e+03	+4.668e+03	+9.974e+03	+0.457
6.600	+6.340e+03	+6.422e+03	+9.924e+03	+0.503
6.700	+4.585e+03	+4.448e+03	+9.261e+03	+0.492
6.800	+4.941e+03	+5.105e+03	+9.426e+03	+0.508
6.900	+4.478e+03	+4.134e+03	+9.989e+03	+0.480
7.000	+4.955e+03	+5.955e+03	+8.791e+03	+0.546
7.100	+5.612e+03	+6.008e+03	+1.040e+04	+0.517
7.200	+6.008e+03	+5.475e+03	+9.889e+03	+0.477
7.300	+4.947e+03	+6.200e+03	+1.034e+04	+0.556
7.400	+5.227e+03	+5.115e+03	+9.651e+03	+0.495
7.500	+4.918e+03	+4.696e+03	+9.160e+03	+0.488
7.600	+4.518e+03	+6.292e+03	+1.083e+04	+0.582
7.700	+4.316e+03	+4.867e+03	+9.615e+03	+0.530
7.800	+5.814e+03	+3.421e+03	+9.568e+03	+0.370
7.900	+6.699e+03	+3.348e+03	+1.056e+04	+0.333
8.000	+7.958e+03	+2.215e+03	+1.039e+04	+0.218
8.100	+7.623e+03	+2.089e+03	+8.639e+03	+0.215
8.200	+7.856e+03	+3.385e+03	+9.294e+03	+0.301
8.300	+8.020e+03	+3.439e+03	+9.601e+03	+0.300
8.400	+6.726e+03	+3.047e+03	+9.925e+03	+0.312
8.500	+8.326e+03	+2.054e+03	+1.024e+04	+0.198
8.600	+6.586e+03	+2.485e+03	+9.525e+03	+0.274
8.700	+7.488e+03	+2.187e+03	+1.122e+04	+0.226
8.800	+7.860e+03	+2.309e+03	+9.760e+03	+0.227
8.900	+8.938e+03	+2.336e+03	+9.315e+03	+0.207
9.000	+6.584e+03	+2.352e+03	+1.069e+04	+0.263
9.100	+7.684e+03	+1.821e+03	+9.971e+03	+0.192
9.200	+7.979e+03	+1.734e+03	+1.110e+04	+0.179
9.300	+6.997e+03	+2.935e+03	+1.022e+04	+0.295
9.400	+8.183e+03	+3.205e+03	+1.079e+04	+0.281
9.500	+8.197e+03	+2.155e+03	+1.108e+04	+0.208
9.600	+4.074e+03	+7.065e+03	+1.056e+04	+0.634
9.700	+1.078e+03	+8.902e+03	+9.190e+03	+0.892
9.800	+1.411e+03	+7.411e+03	+9.943e+03	+0.840
9.900	+2.067e+03	+6.777e+03	+1.072e+04	+0.766
10.000	+5.838e+03	+4.441e+03	+1.031e+04	+0.432
10.100	+3.750e+03	+4.623e+03	+1.043e+04	+0.552
10.200	+3.880e+03	+4.595e+03	+9.980e+03	+0.542
10.300	+4.591e+03	+5.474e+03	+8.820e+03	+0.544
10.400	+6.823e+03	+5.484e+03	+1.004e+04	+0.446
10.500	+4.953e+03	+4.141e+03	+1.029e+04	+0.455
10.600	+4.527e+03	+4.373e+03	+1.081e+04	+0.491
10.700	+5.618e+03	+4.561e+03	+1.022e+04	+0.448
10.800	+4.304e+03	+5.506e+03	+9.339e+03	+0.561
10.900	+4.423e+03	+4.394e+03	+9.498e+03	+0.498
11.000	+6.120e+03	+5.463e+03	+1.150e+04	+0.472
11.100	+4.436e+03	+5.750e+03	+8.801e+03	+0.564
11.200	+5.036e+03	+3.634e+03	+1.067e+04	+0.419
11.300	+5.732e+03	+3.668e+03	+9.471e+03	+0.390
11.400	+5.329e+03	+5.597e+03	+9.762e+03	+0.512
11.500	+5.439e+03	+5.684e+03	+9.432e+03	+0.511
11.600	+4.400e+03	+5.775e+03	+1.016e+04	+0.568
11.700	+4.959e+03	+4.278e+03	+9.633e+03	+0.463
11.800	+5.548e+03	+3.941e+03	+1.132e+04	+0.415
11.900	+5.822e+03	+3.824e+03	+1.041e+04	+0.396
12.000	+6.217e+03	+5.837e+03	+1.068e+04	+0.484
12.100	+4.981e+03	+4.263e+03	+1.021e+04	+0.461
12.200	+5.145e+03	+4.395e+03	+9.738e+03	+0.461
12.300	+5.689e+03	+4.490e+03	+9.319e+03	+0.441
12.400	+4.457e+03	+6.765e+03	+1.051e+04	+0.603
12.500	+3.460e+03	+4.511e+03	+1.075e+04	+0.566
12.600	+5.461e+03	+5.436e+03	+9.570e+03	+0.499
12.700	+5.574e+03	+6.111e+03	+1.064e+04	+0.523
12.800	+4.848e+03	+6.153e+03	+1.082e+04	+0.559
12.900	+5.563e+03	+4.705e+03	+1.042e+04	+0.458
13.000	+4.593e+03	+6.517e+03	+9.556e+03	+0.587
13.100	+5.508e+03	+4.264e+03	+1.060e+04	+0.436
13.200	+5.091e+03	+4.173e+03	+9.772e+03	+0.450
13.300	+5.498e+03	+5.792e+03	+9.910e+03	+0.513
13.400	+3.425e+03	+4.297e+03	+9.356e+03	+0.556
13.500	+4.991e+03	+4.450e+03	+9.482e+03	+0.471
13.600	+4.946e+03	+4.181e+03	+9.555e+03	+0.458
13.700	+5.741e+03	+5.907e+03	+1.040e+04	+0.507
13.800	+5.177e+03	+5.877e+03	+1.060e+04	+0.532
13.900	+5.770e+03	+6.260e+03	+9.827e+03	+0.520
14.000	+4.898e+03	+5.212e+03	+9.561e+03	+0.516
14.100	+5.038e+03	+5.895e+03	+1.123e+04	+0.539
14.200	+3.686e+03	+5.171e+03	+1.034e+04	+0.584
14.300	+4.943e+03	+4.908e+03	+9.464e+03	+0.498
