%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+5.805e-01
1	1	+5.805e-01	+4.408e+01
2	2	+4.466e+01	+6.662e-01
1	1	+4.533e+01	+2.279e+00
2	2	+4.761e+01	+4.135e-01
1	1	+4.802e+01	+1.457e+00
3	3	+4.948e+01	+9.861e-01
1	1	+5.046e+01	+3.165e+00
2	2	+5.363e+01	+5.297e-01
1	1	+5.416e+01	+5.806e+00
3	3	+5.997e+01	+5.657e+00
2	2	+6.562e+01	+5.525e+00
1	1	+7.115e+01	+7.962e+00
2	2	+7.911e+01	+5.754e-01
1	1	+7.968e+01	+1.808e+01
3	3	+9.777e+01	+7.650e-01
2	2	+9.853e+01	+2.799e+00
1	1	+1.013e+02	+3.654e+00
2	2	+1.050e+02	+1.058e-01
1	1	+1.051e+02	+8.521e+00
2	2	+1.136e+02	+8.647e+00
1	1	+1.223e+02	+1.849e+00
2	2	+1.241e+02	+3.493e+00
1	1	+1.276e+02	+1.141e+01
2	2	+1.390e+02	+9.773e-01
1	1	+1.400e+02	+1.153e+01
2	2	+1.515e+02	+1.127e+00
1	1	+1.526e+02	+4.334e+00
2	2	+1.570e+02	+1.455e+00
1	1	+1.584e+02	+1.701e+00
2	2	+1.601e+02	+4.040e-01
1	1	+1.605e+02	+3.233e+00
3	3	+1.638e+02	+2.105e+00
2	2	+1.659e+02	+2.657e+00
1	1	+1.685e+02	+4.223e+00
2	2	+1.728e+02	+1.557e+00
1	1	+1.743e+02	+7.201e+00
2	2	+1.815e+02	+5.385e+00
1	1	+1.869e+02	+1.310e+01
0	0	+2.000e+02	+Inf
