%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.843e+03	+2.537e+03	+1.104e+04	+0.303
0.100	+7.311e+03	+2.120e+03	+1.051e+04	+0.225
0.200	+7.790e+03	+2.625e+03	+9.328e+03	+0.252
0.300	+7.576e+03	+2.712e+03	+1.053e+04	+0.264
0.400	+7.593e+03	+2.407e+03	+9.469e+03	+0.241
0.500	+7.480e+03	+3.414e+03	+1.104e+04	+0.313
0.600	+8.588e+03	+2.324e+03	+9.818e+03	+0.213
0.700	+6.265e+03	+2.301e+03	+1.012e+04	+0.269
0.800	+7.011e+03	+3.150e+03	+9.931e+03	+0.310
0.900	+7.028e+03	+1.718e+03	+8.379e+03	+0.196
1.000	+7.096e+03	+2.196e+03	+1.057e+04	+0.236
1.100	+6.612e+03	+3.603e+03	+1.044e+04	+0.353
1.200	+8.277e+03	+2.327e+03	+9.413e+03	+0.219
1.300	+7.591e+03	+2.681e+03	+1.152e+04	+0.261
1.400	+8.706e+03	+1.290e+03	+1.091e+04	+0.129
1.500	+7.772e+03	+2.372e+03	+9.324e+03	+0.234
1.600	+7.954e+03	+2.657e+03	+9.765e+03	+0.250
1.700	+7.546e+03	+4.060e+03	+1.007e+04	+0.350
1.800	+7.390e+03	+1.338e+03	+9.980e+03	+0.153
1.900	+7.734e+03	+2.469e+03	+1.049e+04	+0.242
2.000	+8.275e+03	+3.132e+03	+1.038e+04	+0.275
2.100	+7.806e+03	+3.030e+03	+9.942e+03	+0.280
2.200	+7.496e+02	+8.428e+03	+1.059e+04	+0.918
2.300	+2.320e+03	+8.808e+03	+1.028e+04	+0.791
2.400	+1.165e+03	+9.268e+03	+1.011e+04	+0.888
2.500	+1.845e+03	+6.347e+03	+9.693e+03	+0.775
2.600	+2.085e+03	+8.404e+03	+1.035e+04	+0.801
2.700	+3.630e+03	+8.024e+03	+9.643e+03	+0.689
2.800	+1.752e+03	+8.691e+03	+1.027e+04	+0.832
2.900	+1.500e+03	+8.357e+03	+1.017e+04	+0.848
3.000	+1.598e+03	+7.880e+03	+1.066e+04	+0.831
3.100	+1.896e+03	+7.889e+03	+9.951e+03	+0.806
3.200	+2.759e+03	+7.934e+03	+1.083e+04	+0.742
3.300	+2.031e+03	+7.961e+03	+1.053e+04	+0.797
3.400	+9.886e+02	+6.288e+03	+9.831e+03	+0.864
3.500	+1.604e+03	+7.082e+03	+1.062e+04	+0.815
3.600	+1.525e+03	+8.830e+03	+9.688e+03	+0.853
3.700	+2.280e+03	+8.382e+03	+9.870e+03	+0.786
3.800	+3.179e+03	+7.112e+03	+9.511e+03	+0.691
3.900	+1.676e+03	+8.271e+03	+9.039e+03	+0.831
4.000	+1.619e+03	+7.338e+03	+9.368e+03	+0.819
4.100	+1.154e+03	+8.203e+03	+1.156e+04	+0.877
4.200	+4.168e+03	+5.781e+03	+9.426e+03	+0.581
4.300	+4.805e+03	+6.066e+03	+1.096e+04	+0.558
4.400	+5.020e+03	+3.754e+03	+1.071e+04	+0.428
4.500	+4.722e+03	+5.889e+03	+9.718e+03	+0.555
4.600	+4.613e+03	+6.354e+03	+8.782e+03	+0.579
4.700	+4.433e+03	+4.666e+03	+1.151e+04	+0.513
4.800	+4.742e+03	+5.179e+03	+9.680e+03	+0.522
4.900	+3.383e+03	+5.098e+03	+1.018e+04	+0.601
5.000	+5.570e+03	+5.430e+03	+1.000e+04	+0.494
5.100	+4.963e+03	+5.477e+03	+9.296e+03	+0.525
5.200	+4.649e+03	+4.799e+03	+9.810e+03	+0.508
5.300	+4.277e+03	+4.852e+03	+1.144e+04	+0.531
5.400	+5.131e+03	+5.944e+03	+1.044e+04	+0.537
5.500	+4.779e+03	+4.282e+03	+9.730e+03	+0.473
5.600	+5.109e+03	+5.020e+03	+9.245e+03	+0.496
5.700	+6.137e+03	+4.069e+03	+1.017e+04	+0.399
5.800	+8.510e+03	+4.351e+03	+1.209e+04	+0.338
5.900	+6.728e+03	+2.905e+03	+1.014e+04	+0.302
6.000	+7.069e+03	+1.594e+03	+9.578e+03	+0.184
6.100	+8.357e+03	+1.763e+03	+9.931e+03	+0.174
6.200	+7.181e+03	+1.597e+03	+8.601e+03	+0.182
6.300	+7.827e+03	+2.281e+03	+9.241e+03	+0.226
6.400	+6.514e+03	+1.308e+03	+9.434e+03	+0.167
6.500	+7.303e+03	+1.352e+03	+1.011e+04	+0.156
6.600	+7.734e+03	+3.079e+03	+1.113e+04	+0.285
6.700	+8.712e+03	+8.056e+02	+9.568e+03	+0.085
6.800	+7.832e+03	+3.169e+03	+1.044e+04	+0.288
6.900	+8.610e+03	+1.289e+03	+1.213e+04	+0.130
7.000	+6.431e+03	+3.458e+03	+1.027e+04	+0.350
7.100	+7.426e+03	+2.749e+03	+9.849e+03	+0.270
7.200	+5.103e+03	+4.034e+03	+1.061e+04	+0.441
7.300	+5.172e+03	+5.783e+03	+1.031e+04	+0.528
7.400	+5.174e+03	+4.833e+03	+9.044e+03	+0.483
7.500	+5.980e+03	+4.552e+03	+9.846e+03	+0.432
7.600	+6.251e+03	+5.201e+03	+7.989e+03	+0.454
7.700	+6.334e+03	+5.095e+03	+1.018e+04	+0.446
7.800	+5.298e+03	+4.766e+03	+9.233e+03	+0.474
7.900	+6.048e+03	+5.203e+03	+9.576e+03	+0.462
8.000	+5.807e+03	+5.970e+03	+1.033e+04	+0.507
8.100	+5.383e+03	+4.664e+03	+1.087e+04	+0.464
8.200	+5.370e+03	+5.967e+03	+1.166e+04	+0.526
8.300	+4.809e+03	+5.172e+03	+9.865e+03	+0.518
8.400	+5.538e+03	+5.186e+03	+1.012e+04	+0.484
8.500	+6.528e+03	+4.435e+03	+9.438e+03	+0.405
8.600	+5.270e+03	+5.445e+03	+9.683e+03	+0.508
8.700	+4.648e+03	+5.603e+03	+1.062e+04	+0.547
8.800	+3.725e+03	+3.992e+03	+1.027e+04	+0.517
8.900	+6.434e+03	+5.606e+03	+1.043e+04	+0.466
9.000	+7.668e+03	+2.473e+03	+9.094e+03	+0.244
9.100	+9.169e+03	+1.765e+03	+1.126e+04	+0.161
9.200	+7.199e+03	+2.278e+03	+9.183e+03	+0.240
9.300	+7.892e+03	+1.993e+03	+9.913e+03	+0.202
9.400	+7.445e+03	+1.919e+03	+9.734e+03	+0.205
9.500	+8.917e+03	+2.407e+03	+9.393e+03	+0.213
9.600	+7.227e+03	+2.089e+03	+1.023e+04	+0.224
9.700	+7.249e+03	+2.418e+03	+9.901e+03	+0.250
9.800	+6.859e+03	+2.099e+03	+1.186e+04	+0.234
9.900	+6.659e+03	+1.486e+03	+1.034e+04	+0.182
10.000	+9.314e+03	+2.808e+03	+9.814e+03	+0.232
10.100	+8.152e+03	+3.001e+03	+1.224e+04	+0.269
10.200	+7.722e+03	+2.977e+03	+1.061e+04	+0.278
10.300	+8.018e+03	+1.733e+03	+1.032e+04	+0.178
10.400	+7.611e+03	+3.175e+03	+1.108e+04	+0.294
10.500	+7.544e+03	+2.590e+03	+1.022e+04	+0.256
10.600	+6.377e+03	+2.066e+03	+1.019e+04	+0.245
10.700	+7.025e+03	+2.586e+03	+9.405e+03	+0.269
